publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,macrophyte_identification,dm_gm2,log_dm_gm2,dm_gm2_value,dm_gm2_conversion,dm_gm2_location,tp_stock_gm2,log_tp_stock_gm2,tp_stock_gm2_value,tp_stock_gm2_conversion,tp_stock_gm2_location,tn_stock_gm2,log_tn_stock_gm2,tn_stock_gm2_value,tn_stock_gm2_conversion,tn_stock_gm2_location
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,5,0.699,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,15,1.176,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,22,1.342,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,41,1.613,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,54,1.732,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,58,1.763,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,60,1.778,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground graminoid plant community,72,1.857,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,76,1.881,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,103,2.013,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,137,2.137,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,186,2.27,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,193,2.286,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground shrub community,288,2.459,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,349,2.543,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,452,2.655,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,534,2.728,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Laiho et al., 2003","Laiho, R., Vasander, H., Penttil?, T., & Laine, J.",2003,Dynamics of plant-mediated organic matter and nutrient cycling following water-level drawdown in boreal peatlands,Global Biogeochemical Cycles,https://doi.org/10.1029/2002GB002015,NA,NA,Finland,boreal peatland,fen,wetland,wetland,aboveground moss community,644,2.809,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake d'Argent littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,34,1.531,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake des Iles oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,36,1.556,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Quenouilles oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,39,1.591,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Oxford oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,61,1.785,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Memphremagog littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,70,1.845,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Waterloo eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,105,2.021,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Champlain littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,112,2.049,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Magog eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,149,2.173,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Massawippi littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,215,2.332,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Fournelle oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,261,2.417,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lalonde and Downing, 1991","Lalonde, S., & Downing, J. A.",1991,"Phytofaun of eleven macrophyte beds of differing trophic status, depth, and composition",Canadian Journal of Fisheries and Aquatic Sciences,https://doi.org/10.1139/f92-111,NA,Quebec,Canada,Lake Echo oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,areal macrophyte community,521,2.717,mean,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lehmann et al., 1997","Lehmann, A., Castella, E., & Lachavanne, J. B.",1997,"Morphological traits and spatial heterogeneity of aquatic plants along sediment and depth gradients, Lake Geneva, Switzerland",Aquatic Botany,https://doi.org/10.1016/S0304-3770(96)01078-9,NA,NA,France,Lake Geneva mesoeutrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Potamogeton pectinatus,64.2,1.808,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lehmann et al., 1997","Lehmann, A., Castella, E., & Lachavanne, J. B.",1997,"Morphological traits and spatial heterogeneity of aquatic plants along sediment and depth gradients, Lake Geneva, Switzerland",Aquatic Botany,https://doi.org/10.1016/S0304-3770(96)01078-9,NA,NA,France,Lake Geneva mesoeutrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Potamogeton perfoliatus,110.4,2.043,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lehmann et al., 1997","Lehmann, A., Castella, E., & Lachavanne, J. B.",1997,"Morphological traits and spatial heterogeneity of aquatic plants along sediment and depth gradients, Lake Geneva, Switzerland",Aquatic Botany,https://doi.org/10.1016/S0304-3770(96)01078-9,NA,NA,France,Lake Geneva mesoeutrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,aboveground Potamogeton lucens,141.8,2.152,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus monoculture,200,2.301,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus and Zantedeschia aethiopica polyculture,3700,3.568,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus monoculture,5000,3.699,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus and Zantedeschia aethiopica polyculture,7400,3.869,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus and Zantedeschia aethiopica polyculture,8600,3.934,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Leiva et al., 2018","Leiva, A. M., Nunez, R., Gomez, G., Lopez, D., & Vidal, G.",2018,Performance of ornamental plants in monoculture and polyculture horizontal subsurface flow constructed wetlands for treating wastewater,Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2018.05.023,NA,NA,Chile,wastewater sub-surface-flow constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,total Cyperus papyrus monoculture,16340,4.213,mean,kg/m2 to g/m2,table 3,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Lenhart et al., 2012","Lenhart, H. A., Hunt, W. F., & Burchell, M. R.",2012,Harvestable Nitrogen Accumulation for Five Storm Water Wetland Plant Species: Trigger for Storm Water Control Measure Maintenance,Journal of Environmental Engineering,https://doi.org/10.1061/(ASCE)EE.1943-7870.0000550,NA,North Carolina,United States of America,Pactolus constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,aboveground Saururus cernuus,308,2.489,mean,none,table 2,-9999,-9999,NA,NA,NA,3,0.477,mean,none,table 2
"Lenhart et al., 2012","Lenhart, H. A., Hunt, W. F., & Burchell, M. R.",2012,Harvestable Nitrogen Accumulation for Five Storm Water Wetland Plant Species: Trigger for Storm Water Control Measure Maintenance,Journal of Environmental Engineering,https://doi.org/10.1061/(ASCE)EE.1943-7870.0000550,NA,North Carolina,United States of America,Pactolus constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,aboveground Scirpus cyperinus,454,2.657,mean,none,table 2,-9999,-9999,NA,NA,NA,3,0.477,mean,none,table 2
"Lenhart et al., 2012","Lenhart, H. A., Hunt, W. F., & Burchell, M. R.",2012,Harvestable Nitrogen Accumulation for Five Storm Water Wetland Plant Species: Trigger for Storm Water Control Measure Maintenance,Journal of Environmental Engineering,https://doi.org/10.1061/(ASCE)EE.1943-7870.0000550,NA,North Carolina,United States of America,Smithfield constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,aboveground Sagittaria latifolia,228,2.358,mean,none,table 2,-9999,-9999,NA,NA,NA,6,0.778,mean,none,table 2
