publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,chla_ugl,log_chla_ugl,chla_ugl_value,chla_ugl_conversion,chla_ugl_location,water_tp_ugl,log_water_tp_ugl,water_tp_ugl_conversion,water_tp_ugl_location
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,4.17,0.62,mean,none,table 2,50,1.699,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,11.34,1.055,mean,none,table 2,50,1.699,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,14.92,1.174,mean,none,table 2,50,1.699,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.87,0.588,mean,none,table 2,60,1.778,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,4.07,0.61,mean,none,table 2,60,1.778,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,4.92,0.692,mean,none,table 2,60,1.778,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,2.22,0.346,mean,none,table 2,70,1.845,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3.28,0.516,mean,none,table 2,70,1.845,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,6.63,0.822,mean,none,table 2,80,1.903,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,2.54,0.405,mean,none,table 2,90,1.954,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,2.74,0.438,mean,none,table 2,90,1.954,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,5.86,0.768,mean,none,table 2,90,1.954,mg/l to ug/l,table 2
"Peng et al., 2020","Peng, X., Yi, K., Lin, Q., Zhang, L., Zhang, Y., Liu, B., & Wu, Z.",2020,"Annual changes in periphyton communities and their diatom indicator species, in the littoral zone of a subtropical urban lake restored by submerged plants",Ecological Engineering,https://doi.org/10.1016/j.ecoleng.2020.105958,NA,Zhejiang,China,Maojiabu Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,6.76,0.83,mean,none,table 2,110,2.041,mg/l to ug/l,table 2
"Pinel-Alloul and Mimouni, 2013","Pinel-Alloul, B., & Mimouni, E. A.",2013,Are cladoceran diversity and community structure linked to spatial heterogeneity in urban landscapes and pond environments?,Hydrobiologia,https://doi.org/10.1007/s10750-013-1484-y,NA,Quebec,Canada, Montreal Island water body,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,13.13,1.118,mean,none,table 1,51.17,1.709,none,table 1
"Rodriguez, 2009","Rodriguez, R.",2009,Nutrient dynamics in a created desert wetland: Implications for the Rio Bosque Wetlands Park,The University of Texas at El Paso,NA,NA,"Texas and New Mexico, USA",United States of America,Rio Bosque constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,2.24,0.35,mean,none,table 2,4370,3.64,mg/l to ug/l,table 2
"Rodriguez, 2009","Rodriguez, R.",2009,Nutrient dynamics in a created desert wetland: Implications for the Rio Bosque Wetlands Park,The University of Texas at El Paso,NA,NA,"Texas and New Mexico, USA",United States of America,Rio Bosque constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,12.91,1.111,mean,none,table 2,4440,3.647,mg/l to ug/l,table 2
"Rodriguez, 2009","Rodriguez, R.",2009,Nutrient dynamics in a created desert wetland: Implications for the Rio Bosque Wetlands Park,The University of Texas at El Paso,NA,NA,"Texas and New Mexico, USA",United States of America,Rio Bosque constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,24.28,1.385,mean,none,table 2,4460,3.649,mg/l to ug/l,table 2
"Rodriguez, 2009","Rodriguez, R.",2009,Nutrient dynamics in a created desert wetland: Implications for the Rio Bosque Wetlands Park,The University of Texas at El Paso,NA,NA,"Texas and New Mexico, USA",United States of America,Rio Bosque constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,24.04,1.381,mean,none,table 2,4580,3.661,mg/l to ug/l,table 2
"Rodusky et al., 2001","Rodusky, A. J., Steinman, A. D., East, T. L., Sharfstein, B., & Meeker, R. H.",2001,"Periphyton nutrient limitation and other potential growth-controlling factors in Lake Okeechobee, U.S.A.",Hydrobiologia,https://doi.org/10.1023/A:1017529432448,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3,0.477,mean,none,table 1,11,1.041,none,table 1
"Rodusky et al., 2001","Rodusky, A. J., Steinman, A. D., East, T. L., Sharfstein, B., & Meeker, R. H.",2001,"Periphyton nutrient limitation and other potential growth-controlling factors in Lake Okeechobee, U.S.A.",Hydrobiologia,https://doi.org/10.1023/A:1017529432448,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,16,1.204,mean,none,table 1,72,1.857,none,table 1
"Rodusky et al., 2001","Rodusky, A. J., Steinman, A. D., East, T. L., Sharfstein, B., & Meeker, R. H.",2001,"Periphyton nutrient limitation and other potential growth-controlling factors in Lake Okeechobee, U.S.A.",Hydrobiologia,https://doi.org/10.1023/A:1017529432448,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,22,1.342,mean,none,table 1,83,1.919,none,table 1
"Rodusky et al., 2001","Rodusky, A. J., Steinman, A. D., East, T. L., Sharfstein, B., & Meeker, R. H.",2001,"Periphyton nutrient limitation and other potential growth-controlling factors in Lake Okeechobee, U.S.A.",Hydrobiologia,https://doi.org/10.1023/A:1017529432448,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,21,1.322,mean,none,table 1,84,1.924,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,28,1.447,mean,none,table 1,80,1.903,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,36,1.556,mean,none,table 1,80,1.903,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,36,1.556,mean,none,table 1,100,2,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,19,1.279,mean,none,table 1,130,2.114,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,19,1.279,mean,none,table 1,181,2.258,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,12,1.079,mean,none,table 1,190,2.279,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,10,1,mean,none,table 1,197,2.294,none,table 1
"Rodusky, 2010","Rodusky, A. J.",2010,"The influence of large water level fluctuations and hurricanes on periphyton and associated nutrient storage in subtropical Lake Okeechobee, USA",Aquatic Ecology,https://doi.org/10.1007/s10452-010-9317-9,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,8,0.903,mean,none,table 1,210,2.322,none,table 1
"Sandsten et al., 2005","Sandsten, H., Beklioglu, M., & Ince, O.",2005,"Effects of waterfowl, large fish and periphyton on the spring growth of Potamogeton pectinatus L. in Lake Mogan, Turkey",Hydrobiologia,https://doi.org/10.1007/s10750-004-3077-2,NA,NA,Turkey,Mogan Lake shallow,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,9,0.954,mean,none,table 3,73.5,1.866,none,methods text
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,4.4,0.643,mean,none,table 1,30,1.477,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,4.14,0.617,mean,none,table 1,40,1.602,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,6.45,0.81,mean,none,table 1,40,1.602,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,9.78,0.99,mean,none,table 1,40,1.602,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,11.88,1.075,mean,none,table 1,40,1.602,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,12.44,1.095,mean,none,table 1,40,1.602,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,13.55,1.132,mean,none,table 1,50,1.699,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,15.51,1.191,mean,none,table 1,50,1.699,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,17.46,1.242,mean,none,table 1,50,1.699,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,17.71,1.248,mean,none,table 1,50,1.699,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,13.12,1.118,mean,none,table 1,60,1.778,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,15.97,1.203,mean,none,table 1,60,1.778,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,21.82,1.339,mean,none,table 1,60,1.778,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,23.4,1.369,mean,none,table 1,70,1.845,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,13.34,1.125,mean,none,table 1,80,1.903,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,17.06,1.232,mean,none,table 1,80,1.903,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,34.34,1.536,mean,none,table 1,160,2.204,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,31.92,1.504,mean,none,table 1,170,2.23,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,31.27,1.495,mean,none,table 1,180,2.255,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,32.07,1.506,mean,none,table 1,180,2.255,mg/l to ug/l,table 1
"Santofimia et al., 2024","Santofimia, E., Gonzalez-Toril, E., de Diego, G., Rincon-Tomas, B., & Aguilera, A.",2024,Ecological degradation of a fragile semi-arid wetland and the implications in its microbial community: The case study of Las Tablas de Daimiel National Park (Spain),Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2024.171626,NA,NA,Spain,Las Tablas de Daimiel National Park riverine floodplain wetland,floodplain_wetland,wetland,wetland,3.85,0.585,mean,none,table 1,670,2.826,mg/l to ug/l,table 1
"Scheffers and Paszowski, 2016","Scheffers, B. R., & Paszkowski, C. A.",2016,Large body size for metamorphic wood frogs in urban stormwater wetlands,Urban Ecosystems,https://doi.org/10.1007/s11252-015-0495-z,NA,"Alberta, Canada",Canada,urban stormwater wetland,constructed_treatment_wetland,wetland,wetland,32,1.505,mean,none,table S1,138,2.14,none,table S1
"Scheffers and Paszowski, 2016","Scheffers, B. R., & Paszkowski, C. A.",2016,Large body size for metamorphic wood frogs in urban stormwater wetlands,Urban Ecosystems,https://doi.org/10.1007/s11252-015-0495-z,NA,Alberta,Canada,river valley wetland,wetland,wetland,wetland,14,1.146,mean,none,table S1,181,2.258,none,table S1
"Scheffers and Paszowski, 2016","Scheffers, B. R., & Paszkowski, C. A.",2016,Large body size for metamorphic wood frogs in urban stormwater wetlands,Urban Ecosystems,https://doi.org/10.1007/s11252-015-0495-z,NA,Alberta,Canada,upland wetland,wetland,wetland,wetland,42,1.623,mean,none,table S1,404,2.606,none,table S1
"Schindler et al., 2001","Schindler, D. E., Knapp, R. A., & Leavitt, P. R.",2001,Alteration of Nutrient Cycles and Algal Production Resulting from Fish Introductions into Mountain Lakes,Ecosystems,https://doi.org/10.1007/s10021?001?0013-4,NA,Alberta,Canada,Snowflake Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.63,-0.201,mean,none,table 2,4,0.602,none,table 2
"Schindler et al., 2001","Schindler, D. E., Knapp, R. A., & Leavitt, P. R.",2001,Alteration of Nutrient Cycles and Algal Production Resulting from Fish Introductions into Mountain Lakes,Ecosystems,https://doi.org/10.1007/s10021?001?0013-4,NA,Alberta,Canada,Harrison Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.82,-0.086,mean,none,table 2,6,0.778,none,table 2
"Soto Cardenas et al., 2025","Soto Cardenas, C., Gerea, M., Queimalinos, C., & Jara, F. G.",2025,"Seasonal dynamics of winter-spring algal blooms in the temporary wetlands of Andean Patagonia, Argentina",New Zealand Journal of Marine and Freshwater Research,https://doi.org/10.1080/00288330.2025.2506697,NA,NA,Argentina,Nire wet meadow,wet_meadow,wetland,wetland,3,0.477,mean,none,table 1,85,1.929,none,table 1
"Soto Cardenas et al., 2025","Soto Cardenas, C., Gerea, M., Queimalinos, C., & Jara, F. G.",2025,"Seasonal dynamics of winter-spring algal blooms in the temporary wetlands of Andean Patagonia, Argentina",New Zealand Journal of Marine and Freshwater Research,https://doi.org/10.1080/00288330.2025.2506697,NA,NA,Argentina,Poza wet meadow,wet_meadow,wetland,wetland,2.7,0.431,mean,none,table 1,99,1.996,none,table 1
"Soto Cardenas et al., 2025","Soto Cardenas, C., Gerea, M., Queimalinos, C., & Jara, F. G.",2025,"Seasonal dynamics of winter-spring algal blooms in the temporary wetlands of Andean Patagonia, Argentina",New Zealand Journal of Marine and Freshwater Research,https://doi.org/10.1080/00288330.2025.2506697,NA,NA,Argentina,Llao Llao wet meadow,wet_meadow,wetland,wetland,30.7,1.487,mean,none,table 1,117,2.068,none,table 1
"Soto Cardenas et al., 2025","Soto Cardenas, C., Gerea, M., Queimalinos, C., & Jara, F. G.",2025,"Seasonal dynamics of winter-spring algal blooms in the temporary wetlands of Andean Patagonia, Argentina",New Zealand Journal of Marine and Freshwater Research,https://doi.org/10.1080/00288330.2025.2506697,NA,NA,Argentina,Fantasma wet meadow,wet_meadow,wetland,wetland,16.7,1.223,mean,none,table 1,190,2.279,none,table 1
